record_id,study_id,year,three_node,three_node_label,analysis_measure,outcome_family,quantitative_outcome_slot,source_analysis_nodes,source_analysis_node_labels,source_arm_ids,total,events_analysis,analysis_pct,source_page_or_table,source_evidence,studlab
SCR01093,Danish 2018,2018,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis_free_survival,metastasis_free_survival,secondary_5y_metastasis_free_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,42,33,78.57142857142857,Page 3 Figure 1,Five-year DMFS was 78.6% in the 106Ru cohort,Danish 2018 | Brachytherapy
SCR01093,Danish 2018,2018,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,42,34,80.95238095238095,Page 3,Five-year OS was 80.2% in the 106Ru cohort,Danish 2018 | Brachytherapy
SCR01111,Papakostas 2017,2017,Proton,Proton beam therapy,5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,PBT,Proton beam,arm_pbt,336,260,77.38095238095238,Page 4 Table 2,Eye retention 77.4% (95% CI 71.1-82.5%) at 5 years,Papakostas 2017 | Proton
SCR01111,Papakostas 2017,2017,Proton,Proton beam therapy,5y_local_control_success,local_control,primary_5y_local_control,PBT,Proton beam,arm_pbt,336,310,92.26190476190476,Page 3,Tumors recurred locally in 7.8% (95% CI 4.8-12.6%) at 5 years,Papakostas 2017 | Proton
SCR01111,Papakostas 2017,2017,Proton,Proton beam therapy,5y_melanoma_specific_survival,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,PBT,Proton beam,arm_pbt,336,228,67.85714285714286,Page 5 Discussion,The 5-year rate of melanoma-related mortality in our cohort was 32%,Papakostas 2017 | Proton
SCR01111,Papakostas 2017,2017,Proton,Proton beam therapy,5y_visual_acuity_20_200,visual_acuity,secondary_5y_visual_acuity_20_200,PBT,Proton beam,arm_pbt,244,39,15.98360655737705,Pages 3-4 Table 2,Visual acuity 20/200 or better 15.9% (95% CI 10.6-22.1%) at 5 years,Papakostas 2017 | Proton
SCR01111,Papakostas 2017,2017,Proton,Proton beam therapy,complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,PBT,Proton beam,arm_pbt,336,117,34.82142857142857,Page 3 and Table 3,"By 5 years after irradiation, 34.9% had developed neovascular glaucoma",Papakostas 2017 | Proton
SCR01115,Meeralakshmi 2017,2017,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,I125_plaque,I-125 plaque,arm_i125,22,20,90.9090909090909,Pages 1-2 Table 2,Kaplan-Meier survival at 5 years for the brachytherapy group was 89%,Meeralakshmi 2017 | Brachytherapy
SCR01115,Meeralakshmi 2017,2017,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,I125_plaque,I-125 plaque,arm_i125,22,4,18.181818181818183,Page 2,Radiation neuropathy in 4 (18%),Meeralakshmi 2017 | Brachytherapy
SCR01150,Riechardt 2017,2017,Proton,Proton beam therapy,5y_melanoma_specific_survival,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,PBT,Proton beam,arm_pbt,629,610,96.97933227344993,Page 2,Tumor-associated death was 3% (1.8-4.9%),Riechardt 2017 | Proton
SCR01150,Riechardt 2017,2017,Proton,Proton beam therapy,5y_metastasis_free_survival,metastasis_free_survival,secondary_5y_metastasis_free_survival,PBT,Proton beam,arm_pbt,629,566,89.98410174880763,Page 2,Metastasis-free survival 90% (87-92%),Riechardt 2017 | Proton
SCR01150,Riechardt 2017,2017,Proton,Proton beam therapy,5y_overall_survival,overall_survival,secondary_5y_overall_survival,PBT,Proton beam,arm_pbt,629,591,93.95866454689984,Page 2,5-year overall survival rate was 94% (92-96%),Riechardt 2017 | Proton
SCR01150,Riechardt 2017,2017,Proton,Proton beam therapy,complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,PBT,Proton beam,arm_pbt,629,66,10.492845786963434,Page 3 Figure 1,The five-year Kaplan-Meier estimation for NVG was 10.5% (95% CI 8-13.5%),Riechardt 2017 | Proton
SCR01150,Riechardt 2017,2017,Proton,Proton beam therapy,complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,PBT,Proton beam,arm_pbt,629,399,63.43402225755167,Page 3,5-year Kaplan-Meier estimator was 36.6% for the absence of optic neuropathy,Riechardt 2017 | Proton
SCR01287,Seibel 2016,2016,Proton,Proton beam therapy,complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,PBT,Proton beam,arm_pbt,1127,586,51.99645075421473,Pages 2-3 Figure 2,Optic neuropathy-free survival was 48.0% after 5 years; total 5-year incidence was 52%,Seibel 2016 | Proton
SCR01310,Weber 2015,2015,Proton,Proton beam therapy,5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,PBT,Proton beam,arm_pbt,77,60,77.92207792207792,Page 3,The enucleation rate was 22% after both 5 and 10 years,Weber 2015 | Proton
SCR01310,Weber 2015,2015,Proton,Proton beam therapy,5y_local_control_success,local_control,primary_5y_local_control,PBT,Proton beam,arm_pbt,77,66,85.71428571428571,Page 3 Table 2,Ocular control all patients: 85.1% at 5 years,Weber 2015 | Proton
SCR01310,Weber 2015,2015,Proton,Proton beam therapy,5y_metastasis_free_survival,metastasis_free_survival,secondary_5y_metastasis_free_survival,PBT,Proton beam,arm_pbt,77,55,71.42857142857143,Page 3 Table 2,Metastasis-free survival all patients: 71.6% at 5 years,Weber 2015 | Proton
SCR01310,Weber 2015,2015,Proton,Proton beam therapy,5y_overall_survival,overall_survival,secondary_5y_overall_survival,PBT,Proton beam,arm_pbt,77,59,76.62337662337663,Page 3 Table 2,Overall survival all patients: 76.8% at 5 years,Weber 2015 | Proton
SCR01310,Weber 2015,2015,Proton,Proton beam therapy,5y_visual_acuity_20_200,visual_acuity,secondary_5y_visual_acuity_20_200,PBT,Proton beam,arm_pbt,67,25,37.3134328358209,Page 3,"Of 67 with initial VA 20/200 or better, conservation was 37% after 5 years",Weber 2015 | Proton
SCR01310,Weber 2015,2015,Proton,Proton beam therapy,complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,PBT,Proton beam,arm_pbt,77,18,23.376623376623378,Page 3,Main ocular complications were ... NVG (23%),Weber 2015 | Proton
SCR01330,Jancar 2016,2016,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_disease_specific_survival,disease_specific_survival,secondary_5y_disease_specific_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,127,117,92.1259842519685,Page 4 Table 3,Ruthenium DSS 5 yrs 92,Jancar 2016 | Brachytherapy
SCR01330,Jancar 2016,2016,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_control,primary_5y_local_control,Ru106_plaque,Ru-106 plaque,arm_ru106,127,99,77.95275590551181,Page 4 Table 3,Ruthenium LRC 5 yrs 78,Jancar 2016 | Brachytherapy
SCR01330,Jancar 2016,2016,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis,metastasis,secondary_5y_metastasis,Ru106_plaque,Ru-106 plaque,arm_ru106,127,14,11.023622047244094,Page 5 Figure 2 text,At 5 years incidence was 11% for irradiated patients,Jancar 2016 | Brachytherapy
SCR01330,Jancar 2016,2016,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,127,110,86.61417322834646,Page 4 Table 3,Ruthenium OS 5 yrs 87,Jancar 2016 | Brachytherapy
SCR01549,Sagoo 2014,2014,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,I125_plaque,I-125 plaque,arm_plaque,549,461,83.97085610200364,Page 1 Abstract,globe retention was 84% at 5 years,Sagoo 2014 | Brachytherapy
SCR01549,Sagoo 2014,2014,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_visual_acuity_20_200,visual_acuity,secondary_5y_visual_acuity_20_200,I125_plaque,I-125 plaque,arm_plaque,549,296,53.916211293260474,Pages 1 and 3,20/200 or worse in 54% at 5 years,Sagoo 2014 | Brachytherapy
SCR01549,Sagoo 2014,2014,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,I125_plaque,I-125 plaque,arm_plaque,549,82,14.936247723132968,Pages 1-2 and Table 1,neovascular glaucoma 15% at 5 years,Sagoo 2014 | Brachytherapy
SCR01549,Sagoo 2014,2014,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_maculopathy,radiation_maculopathy,secondary_complications,I125_plaque,I-125 plaque,arm_plaque,549,307,55.919854280510016,Pages 1-2 and Table 1,maculopathy 56% at 5 years,Sagoo 2014 | Brachytherapy
SCR01549,Sagoo 2014,2014,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,I125_plaque,I-125 plaque,arm_plaque,549,335,61.0200364298725,Pages 1-2 and Table 1,papillopathy 61% at 5 years,Sagoo 2014 | Brachytherapy
SCR01628,Berry 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_eye_retention_success,secondary_enucleation,secondary_5y_eye_retention,I125_plaque,I-125 plaque,arm_eye_physics,82,80,97.5609756097561,Page 5 Table 2,Enucleation at 5 y 3.0%,Berry 2013 | Brachytherapy
SCR01628,Berry 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_control,primary_5y_local_control,I125_plaque,I-125 plaque,arm_eye_physics,82,80,97.5609756097561,Pages 4-5 Figure 2,local tumor control at 5 years was 97% (95% CI 89-99),Berry 2013 | Brachytherapy
SCR01628,Berry 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis,metastasis,secondary_5y_metastasis,I125_plaque,I-125 plaque,arm_eye_physics,82,9,10.975609756097562,Page 5 Table 2,Metastatic disease at 5 y 11,Berry 2013 | Brachytherapy
SCR01628,Berry 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis_free_survival,metastasis_free_survival,secondary_5y_metastasis_free_survival,I125_plaque,I-125 plaque,arm_eye_physics,82,73,89.02439024390245,Page 5 Figure 3,survival without metastatic disease at 60 months is 89% (95% CI 77-95),Berry 2013 | Brachytherapy
SCR01685,Kwon 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_disease_specific_survival,disease_specific_survival,secondary_5y_disease_specific_survival,Ru106_plaque,Ru-106 plaque,arm_ru106_combined,61,53,86.88524590163935,Page 2 and Table 1,disease-specific survival rate 87.7% (95% CI 77.8 to 97.7),Kwon 2013 | Brachytherapy
SCR01685,Kwon 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_eye_retention_success,secondary_enucleation,secondary_5y_eye_retention,Ru106_plaque,Ru-106 plaque,arm_ru106_combined,61,46,75.40983606557377,Pages 3-4,Thirteen out of 61 underwent enucleation; estimated 5-year enucleation rate was 25.4%,Kwon 2013 | Brachytherapy
SCR01685,Kwon 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis_free_survival,metastasis_free_survival,secondary_5y_metastasis_free_survival,Ru106_plaque,Ru-106 plaque,arm_ru106_combined,61,48,78.68852459016394,Page 2 and Table 1,5-year metastasis-free rate 79.0% (95% CI 67.3 to 90.8),Kwon 2013 | Brachytherapy
SCR01685,Kwon 2013,2013,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,Ru106_plaque,Ru-106 plaque,arm_ru106_combined,61,51,83.60655737704919,Page 2 and Table 1,overall survival rate 84.0% (95% CI 72.2 to 95.8),Kwon 2013 | Brachytherapy
SCR01706,Perri 2012,2012,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_control,primary_5y_local_control,Ru106_plaque,Ru-106 plaque,arm_ru106,133,113,84.9624060150376,Page 2 results and Figure 3,"Local recurrence free survival at 5, 10 and 15 years was 85%, 79%, 76%.",Perri 2012 | Brachytherapy
SCR01706,Perri 2012,2012,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,133,122,91.72932330827068,Page 2 results and Figure 1,"The actuarial overall survival rates at 5, 10 and 15 years were 92%, 85%, and 78%.",Perri 2012 | Brachytherapy
SCR01706,Perri 2012,2012,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_visual_acuity_20_200,visual_acuity,secondary_5y_visual_acuity_20_200,Ru106_plaque,Ru-106 plaque,arm_ru106,91,11,12.087912087912088,Table II,"At 5 years, BCVA < 1/10 was reported in 11 of 91 patients (12.08%).",Perri 2012 | Brachytherapy
SCR01706,Perri 2012,2012,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106,133,0,0,Page 3 treatment safety,No case of neovascular glaucoma was recorded.,Perri 2012 | Brachytherapy
SCR01706,Perri 2012,2012,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_maculopathy,radiation_maculopathy,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106,133,3,2.255639097744361,Table III,Maculopathy 3 (2.2%).,Perri 2012 | Brachytherapy
SCR01890,Macdonald 2011,2011,Proton,Proton beam therapy,5y_disease_specific_survival,disease_specific_survival,secondary_5y_disease_specific_survival,PBT,Proton beam,arm_pbt,147,129,87.75510204081633,Page 2,5-year disease-specific survival rate was 87.7% (95% CI 81.2% to 94.2%),Macdonald 2011 | Proton
SCR01890,Macdonald 2011,2011,Proton,Proton beam therapy,5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,PBT,Proton beam,arm_pbt,147,105,71.42857142857143,Page 2,5-year eye retention rate was 71.3% (95% CI 62.3% to 80.3%),Macdonald 2011 | Proton
SCR02231,Puusaari 2007,2007,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,I125_plaque,I-125 plaque,arm_i125,54,49,90.74074074074075,Page 9,5-year incidence of enucleation was 10% (95% CI 4-20) after IBT,Puusaari 2007 | Brachytherapy
SCR02231,Puusaari 2007,2007,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_recurrence,primary_5y_local_recurrence,I125_plaque,I-125 plaque,arm_i125,54,50,92.5925925925926,Page 7,"5-year cumulative incidences of local recurrence were 41% (95% CI, 17-63) and 7% (95% CI, 2-17), respectively",Puusaari 2007 | Brachytherapy
SCR02231,Puusaari 2007,2007,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_maculopathy,radiation_maculopathy,secondary_complications,I125_plaque,I-125 plaque,arm_i125,54,23,42.592592592592595,Page 9,"Maculopathy occurred within 5 years in 43% (95% CI, 22-62) of eyes managed with IBT",Puusaari 2007 | Brachytherapy
SCR02231,Puusaari 2007,2007,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,I125_plaque,I-125 plaque,arm_i125,54,31,57.407407407407405,Page 9,"5-year cumulative incidence of optic neuropathy was 7% ... after TSR and 58% (95% CI, 36-75) after IBT",Puusaari 2007 | Brachytherapy
SCR02271,Isager 2006,2006,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,Ru106_plaque,Ru-106 plaque,arm_ru106,55,40,72.72727272727273,Pages 1 and 5,5-year eye preservation probability ... was 72% (n=55),Isager 2006 | Brachytherapy
SCR02271,Isager 2006,2006,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_control,primary_5y_local_control,Ru106_plaque,Ru-106 plaque,arm_ru106,55,40,72.72727272727273,Pages 1 and 3,5-year probability for no local recurrence was 73% (n=55),Isager 2006 | Brachytherapy
SCR02344,Jensen 2005,2005,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_disease_specific_survival,disease_specific_survival,secondary_5y_disease_specific_survival,I125_plaque,I-125 plaque,arm_i125,156,142,91.02564102564102,Page 1 Abstract,The 5-year disease-specific survival was 91%,Jensen 2005 | Brachytherapy
SCR02344,Jensen 2005,2005,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_control,primary_5y_local_control,I125_plaque,I-125 plaque,arm_i125,156,144,92.3076923076923,Page 1 Abstract,Initial local control at 5 years was 92%,Jensen 2005 | Brachytherapy
SCR02344,Jensen 2005,2005,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis,metastasis,secondary_5y_metastasis,I125_plaque,I-125 plaque,arm_i125,156,16,10.256410256410257,Page 1 Abstract,The risk of metastasis was 10% at 5 years and 27% at 10 years,Jensen 2005 | Brachytherapy
SCR02344,Jensen 2005,2005,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,I125_plaque,I-125 plaque,arm_i125,156,129,82.6923076923077,Page 1 Abstract,the 5-year overall survival was 83%,Jensen 2005 | Brachytherapy
SCR02350,Damato 2005,2005,Proton,Proton beam therapy,5y_eye_retention_success,eye_retention,secondary_5y_eye_retention,PBT,Proton beam,arm_pbt,349,316,90.54441260744986,Page 1 Abstract,5-year actuarial rates were ... 9.4% for enucleation,Damato 2005 | Proton
SCR02350,Damato 2005,2005,Proton,Proton beam therapy,5y_local_control_success,local_control,primary_5y_local_control,PBT,Proton beam,arm_pbt,349,337,96.56160458452722,Page 1 Abstract,5-year actuarial rates were 3.5% for local tumor recurrence,Damato 2005 | Proton
SCR02350,Damato 2005,2005,Proton,Proton beam therapy,5y_melanoma_specific_survival,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,PBT,Proton beam,arm_pbt,349,314,89.97134670487107,Page 1 Abstract,10.0% for death from metastasis,Damato 2005 | Proton
SCR02350,Damato 2005,2005,Proton,Proton beam therapy,5y_visual_acuity_20_200,visual_acuity,secondary_5y_visual_acuity_20_200,PBT,Proton beam,arm_pbt,698,349,50,Page 1 Abstract,61.1% for conservation of vision of 20/200 or better,Damato 2005 | Proton
SCR02476,Bartlema 2003,2003,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_maculopathy,radiation_maculopathy,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106_ttt,50,26,52,Page 2,Kaplan-Meier estimate of the probability of radiation maculopathy was 51% at 5 years,Bartlema 2003 | Brachytherapy
SCR02479,Kivela 2003,2003,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,I125_plaque,I-125 plaque,arm_i125,49,16,32.6530612244898,Page 7 results,"Of 22 patients with treatment-related glaucoma, 16 developed neovascular glaucoma.",Kivela 2003 | Brachytherapy
SCR02479,Kivela 2003,2003,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_maculopathy,radiation_maculopathy,secondary_complications,I125_plaque,I-125 plaque,arm_i125,49,25,51.02040816326531,Page 7 results,"Maculopathy developed in 25 patients after IBT, including 17 with radiation retinopathy.",Kivela 2003 | Brachytherapy
SCR02479,Kivela 2003,2003,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,I125_plaque,I-125 plaque,arm_i125,49,16,32.6530612244898,Page 7 results,"Of 25 patients with optic neuropathy after IBT, 16 showed active radiation optic neuropathy.",Kivela 2003 | Brachytherapy
SCR02551,Gragoudas 2002,2002,Proton,Proton beam therapy,5y_local_control_success,local_recurrence,primary_5y_local_recurrence,PBT,Proton beam,arm_pbt,1922,1860,96.7741935483871,Page 3 Table I,"Year 5 cumulative rates 3.24%, 95% CI 2.47-4.24",Gragoudas 2002 | Proton
SCR02627,Lumbroso 2001,2001,Proton,Proton beam therapy,complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,PBT,Proton beam,arm_pbt,435,43,9.885057471264368,Page 2,During the same period 43 (9.9%) patients presented with neovascular glaucoma,Lumbroso 2001 | Proton
SCR02685,Sia 2000,2000,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_disease_specific_survival,disease_specific_survival,secondary_5y_disease_specific_survival,I125_plaque,I-125 plaque,arm_i125,49,45,91.83673469387755,Page 3 Figure 2,Estimated 5-year disease-specific survival was 92%,Sia 2000 | Brachytherapy
SCR02685,Sia 2000,2000,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_control,primary_5y_local_control,I125_plaque,I-125 plaque,arm_i125,49,39,79.59183673469387,Page 3 Figure 1,Kaplan-Meier estimate of local control with EPT at 5 years is 80%,Sia 2000 | Brachytherapy
SCR02685,Sia 2000,2000,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,I125_plaque,I-125 plaque,arm_i125,49,42,85.71428571428571,Page 3 Figure 3,Estimated 5-year disease-specific survival was 92% and overall survival 85%,Sia 2000 | Brachytherapy
SCR02737,Lommatzsch 2000,2000,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_melanoma_specific_survival,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,140,125,89.28571428571429,Page 3 and Page 8,"5-, 10-, 15-, and 20-year survival rates considering confirmed and suspected tumor-related deaths were 89.6%, 81.0%, 66.7%, and 61.3%",Lommatzsch 2000 | Brachytherapy
SCR04951,Straatsma 2003,2003,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,I125_plaque,I-125 plaque,arm_i125_coms,657,539,82.03957382039574,Page 3,Unadjusted estimated 5-year mortality rates were 19% for enucleation and 18% for brachytherapy,Straatsma 2003 | Brachytherapy
SCR06272,Naumenko 2021,2021,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis_free_survival,metastasis_free_survival,secondary_5y_metastasis_free_survival,Ru106_plaque,Ru-106 plaque,arm_bt,58,58,100,Page 4 Table 2,BT 5-years 100%,Naumenko 2021 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_local_control_success,local_recurrence,primary_5y_local_recurrence,Ru106_plaque,Ru-106 plaque,arm_ru106,117,78,66.66666666666667,Page 14,"Brachytherapy failure in 39 eyes (33.3%) within five years, with a mean time to failure of 1.06 +/- 1.49 years.",Wang 2025 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_metastasis,metastasis,secondary_5y_metastasis,Ru106_plaque,Ru-106 plaque,arm_ru106,117,20,17.094017094017094,Page 15,Tumor metastasis was detected in 25 patients (21.4%); the 5-year and 10-year metastasis rates were 17.1% and 28.3%.,Wang 2025 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),5y_overall_survival,overall_survival,secondary_5y_overall_survival,Ru106_plaque,Ru-106 plaque,arm_ru106,117,105,89.74358974358974,Page 16,"Among all 117 patients, the 5- and 10-year survival rates were 89.7% and 81.1%.",Wang 2025 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_neovascular_glaucoma,neovascular_glaucoma,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106,117,16,13.675213675213675,Page 13,Radiation-induced eye diseases after 3.3 +/- 1.2 years included ... neovascular glaucoma (16 patients).,Wang 2025 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_other,other,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106,117,4,3.4188034188034186,Page 13,Radiation-induced eye diseases ... included ... radiation retinopathy (4 patients).,Wang 2025 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_maculopathy,radiation_maculopathy,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106,117,9,7.6923076923076925,Page 13,"Radiation-induced eye diseases ... included radiation-induced cataracts (16 patients), maculopathy (9 patients), radiation optic neuropathy (7 patients), radiation retinopathy (4 patients), and neovascular glaucoma (16 patients).",Wang 2025 | Brachytherapy
SCR07650,Wang 2025,2025,Brachytherapy,Brachytherapy (I-125 or Ru-106 plaque),complication_radiation_optic_neuropathy,radiation_optic_neuropathy,secondary_complications,Ru106_plaque,Ru-106 plaque,arm_ru106,117,7,5.982905982905983,Page 13,Radiation-induced eye diseases ... included ... radiation optic neuropathy (7 patients).,Wang 2025 | Brachytherapy
